GymnastID,Name,Team
31899,Deana Sheremeta,George Washington
33001,Natalie Thomas,George Washington
32362,Sophia Tyeryar,George Washington
30890,Kendall Whitman,George Washington
33002,Nyla Aquino,Georgia
33004,Csenge Bacskay,Georgia
33003,Sadie Jane Berry,Georgia
33256,Kara Eaker,Georgia
31901,Sidney Fitzgerald,Georgia
33006,Brooke Gleichowski,Georgia
31902,Naya Howard,Georgia
31903,Nicole King,Georgia
33007,Emma Mason,Georgia
32368,Zora Morgan,Georgia
33008,Aberdeen O'Driscoll,Georgia
31906,Ja' Free Scott,Georgia
32370,Lily Smith,Georgia
30828,Anaya Smith,Georgia
32371,Holly Snyder,Georgia
33009,Harley Tomlin,Georgia
32372,Anya Turner,Georgia
32373,Ady Wahl,Georgia
31907,Eryn Williams,Georgia
33010,Kennedy Brown,Illinois
33011,Chloe Cho,Illinois
32423,Olivia Coppola,Illinois
32422,Destiny Denning,Illinois
33013,Marly Esteves,Illinois
31473,Micheala Gentry,Illinois
33014,Mya Gordon,Illinois
31343,Makayla Green,Illinois
31915,Tali Joelson,Illinois
33015,Eden King,Illinois
30903,Amelia Knight,Illinois
32420,Mareli Muller,Illinois
31345,Ruthuja Nataraj,Illinois
31420,Emmalise Nock,Illinois
32419,Lyden Saltness,Illinois
33258,Megan Sapp,Illinois
31916,Arielle Ward,Illinois
32855,Madison Baucom,Illinois State
32682,Jada Beswick,Illinois State
32753,Elli Brownfield,Illinois State
31908,Leah Davis,Illinois State
30895,Kaitlyn Donovan,Illinois State
31910,Mackenzie Flutman,Illinois State
32683,Reese Grolla,Illinois State
31348,Julia Heiner,Illinois State
33019,Audrey Hiatt,Illinois State
32124,Jaly Jones,Illinois State
31349,Alana Laster,Illinois State
32685,Ally Lau,Illinois State
31350,Jaye Mack,Illinois State
31911,Mia Oh,Illinois State
33020,Savannah Ray,Illinois State
31351,Mya Robinson,Illinois State
31353,Sara Wabi,Illinois State
33021,Sammie Wolff,Illinois State
31913,Joy Ziegenfelder,Illinois State
31918,Hanna Castillo,Iowa
31919,Avery Chambers,Iowa
31355,Alexa Ebeling,Iowa
31920,Emily Erb,Iowa
31777,Ilka Juk,Iowa
32425,Alyse Karenbauer,Iowa
30908,Adeline Kenlin,Iowa
33022,Cassie Lee,Iowa
31922,Gianna Masella,Iowa
32260,Karina Munoz,Iowa
33023,Aurelie Tran,Iowa
33024,Sydney Turner,Iowa
31388,Haley Tyson,Iowa
31923,Kaia Vanney,Iowa
32426,Eva Volpe,Iowa
33025,Reese Wilson,Iowa
32428,Noelle Adams,Iowa State
31586,Josie Bergstrom-Te Slaa,Iowa State
33261,Kaia Bochow,Iowa State
33027,Rachel Goldstein,Iowa State
33028,Aubree Guinee,Iowa State
33029,Haylee Hardin,Iowa State
31589,Hannah Loyim,Iowa State
31926,Madelyn Manternach,Iowa State
32431,Lauren O'Brochta,Iowa State
31590,Emma Ricks,Iowa State
32433,Ella Schell,Iowa State
33248,Frederique Sgarbossa,Iowa State
31104,Lauren Thomas,Iowa State
31592,Rachel Wilke,Iowa State
32434,Paige Wills,Iowa State
32435,Nene Alvine,Kent State
33035,Sophia Balko,Kent State
32058,Charlie Behner,Kent State
33036,Jersey Bingman,Kent State
31931,Avery Compson,Kent State
32436,Dani Fuertez,Kent State
31362,Alyssa Guns,Kent State
33039,Isabella Marques,Kent State
31933,Emma Masse,Kent State
32263,Mya Migliore,Kent State
32438,Ashley Morgan,Kent State
31364,Cheyenne Pratola,Kent State
31932,Zoe Rankin,Kent State
32440,Gabby Riley,Kent State
31934,Nastia Rudnitskaya,Kent State
31935,Heidi Schultz,Kent State
31365,Brynne Tsipis,Kent State
33042,Chesney Bennett,Kentucky
32441,Creslyn Brose,Kentucky
33043,Carly Busch,Kentucky
33044,Anna Flynn Cashion,Kentucky
30921,Hailey Davis,Kentucky
31101,Skylar Killough-Wilhelm,Kentucky
32444,Sharon Lee,Kentucky
30922,Isabella Magnelli,Kentucky
33045,Ryan Noonan,Kentucky
31358,Jillian Procasky,Kentucky
31359,Annie Reigert,Kentucky
31845,Isabella Rivelli,Kentucky
32445,Cecily Rizo,Kentucky
32446,Delaynee Rodriguez,Kentucky
31361,Makenzie Wilson,Kentucky
30950,Sierra Ballard,LSU
30951,Chase Brock,LSU
30952,Haleigh Bryant,LSU
33047,Kailin Chio,LSU
32452,Kylie Coen,LSU
31947,Ashley Cowan,LSU
32453,Amari Drayton,LSU
30953,Olivia Dunne,LSU
31367,Aleah Finnegan,LSU
31793,Alexis Jeffrey,LSU
31368,KJ Johnson,LSU
33048,Kaliya Lincoln,LSU
32454,Konnor McClain,LSU
32455,Leah Miller,LSU
33051,Lexi Zeiss,LSU
32459,Lauren Brendlinger,Maryland
31371,Tasha Brozowski,Maryland
32460,Logan Buckmon,Maryland
33053,Rayna Engelmayer,Maryland
32162,Victoria Gatzendorfer,Maryland
32462,Layla Hammer,Maryland
31373,Josephine Kogler,Maryland
32163,Maddie Komoroski,Maryland
31374,Sierra Kondo,Maryland
31375,Rhea Leblanc,Maryland
32463,Natalie Martin,Maryland
31414,Hailey Merchant,Maryland
33055,Maggie Murphy,Maryland
32165,Taylor Rech,Maryland
30958,Alexa Rothenbuescher,Maryland
33056,Sarah Saville,Maryland
30961,Carly Bauman,Michigan
32465,Kayli Boozer,Michigan
33057,Peyton Davis,Michigan
33058,Sophia Diaz,Michigan
30962,Reyna Guggino,Michigan
32466,Ava Jordan,Michigan
30964,Jenna Mulligan,Michigan
33061,Sophie Parenti,Michigan
33062,Jahzara Ranger,Michigan
33063,Audrey Sanger,Michigan
31952,Paige Thaxton,Michigan
31378,Jacey Vore,Michigan
32467,Haylen Zabrowski,Michigan
32468,Kendall Abney,Michigan State
31953,Elle Beaufait,Michigan State
33064,Amy Doyle,Michigan State
33065,Cady Duplissis,Michigan State
30968,Delanie Harkness,Michigan State
31379,Lauren Hsu,Michigan State
30970,Giana Kalefe,Michigan State
31954,Sage Kellerman,Michigan State
32469,Emma Misenheimer,Michigan State
32470,Gabi Ortiz,Michigan State
31382,Skyla Schulte,Michigan State
31955,Nikki Smith,Michigan State
31383,Gabrielle Stephen,Michigan State
32472,MaKayla Tucker,Michigan State
31956,Olivia Zsarmani,Michigan State
33066,Teryn Crump,Minnesota
32475,Leah Gonsiorowski,Minnesota
33067,McCauley Harrington,Minnesota
30973,Mya Hooten,Minnesota
31385,Marissa Jencks,Minnesota
31958,Seria Johnson,Minnesota
30975,Emily Koch,Minnesota
32477,Jordyn Lyden,Minnesota
31959,Sarah Moraw,Minnesota
32478,Sophia Nguyen,Minnesota
32479,Jenna Olshefski,Minnesota
31386,Lauren Pearl,Minnesota
31960,Brooklyn Rowray,Minnesota
31961,Megan Steensland,Minnesota
33070,Ava Stewart,Minnesota
32480,Sophie Swartzmiller,Minnesota
30977,Kyra Burns,Missouri
31389,Amari Celestine,Missouri
32481,Jessa Conedera,Missouri
32482,Kennedy Griffin,Missouri
32483,Hannah Horton,Missouri
33259,Helen Hu,Missouri
33074,Railey Jackson,Missouri
33075,Olivia Kelly,Missouri
31964,Addison Lawrence,Missouri
32484,Rayna Light,Missouri
31393,Jocelyn Moore,Missouri
30905,Abby Mueller,Missouri
33077,Kaia Tanskanen,Missouri
31512,Elise Tisler,Missouri
30948,Mara Titarsolej,Missouri
31434,Amy Wier,Missouri
32752,Reese Baechle,Nebraska
32622,Olivia Burns,Nebraska
31971,Emalee Frost,Nebraska
31820,Allie Gard,Nebraska
31396,Ayzhia Hall,Nebraska
33079,Lauren Hollifield,Nebraska
31970,Lauren Homecillo,Nebraska
32623,Whitney Jencks,Nebraska
32125,Nya Kraus,Nebraska
31397,Katie Kuenemann,Nebraska
30856,Sophia McClelland,Nebraska
31398,Halle Rourke,Nebraska
32624,Jenna Sartoretto,Nebraska
32625,Isabel Sikon,Nebraska
31399,Emma Simpton,Nebraska
31400,Emma Spence,Nebraska
31406,Lali Dekanoidze,North Carolina
31979,Gwen Fink,North Carolina
31980,Kaya Forbes,North Carolina
32486,Elly King,North Carolina
32487,Neve King,North Carolina
31407,Julia Knower,North Carolina
33089,Regan McBride,North Carolina
31408,Bella Miller,North Carolina
32488,Jessica Naranjo,North Carolina
31981,Paige Prejean,North Carolina
31409,Isabelle Schaefer,North Carolina
31290,Taylor Schulze,North Carolina
32296,Claire Stippich,North Carolina
33090,JoJo Valahovic,North Carolina
33102,Kerrington Baham,Ohio State
32679,Samara Buchanan,Ohio State
33103,JJ Coleman,Ohio State
32160,Mallory Gregory,Ohio State
31424,Kaitlyn Grimes,Ohio State
33105,Rylee Guevara,Ohio State
32261,Payton Harris,Ohio State
32677,Courtney McCann,Ohio State
32449,Kate Parks,Ohio State
32676,Maisyn Rader,Ohio State
33107,Karleigh Reutzel,Ohio State
33109,Cameron Smith,Ohio State
31427,Tory Vetter,Ohio State
32675,Grace Walker,Ohio State
31008,Jojo Warga,Ohio State
31466,Sidney Washington,Ohio State
31428,Jordan Bowers,Oklahoma
31009,Audrey Davis,Oklahoma
33111,Addison Fatta,Oklahoma
33112,Elle Mueller,Oklahoma
33113,Lily Pederson,Oklahoma
31988,Ava Siegfeldt,Oklahoma
31432,Danielle Sievers,Oklahoma
33114,Kelsey Slade,Oklahoma
31989,Faith Torrez,Oklahoma
32715,Keira Wells,Oklahoma
31435,Carley Beeman,Oregon State
31436,Natalie Briones,Oregon State
32502,Olivia Buckner,Oregon State
31018,Jade Carey,Oregon State
32127,Francesca Caso,Oregon State
31437,Karlie Chavez,Oregon State
32501,Taylor DeVries,Oregon State
32500,Sophia Esposito,Oregon State
31438,Kaitlin Garcia,Oregon State
31019,Sydney Gonzales,Oregon State
32499,Mia Heather,Oregon State
31440,Lauren Letzsch,Oregon State
32128,Jennifer McMillan,Oregon State
32129,Savannah Miller,Oregon State
31531,Sage Thompson,Oregon State
30823,Cassi Barbanente,Penn State
30884,Gabrielle Gallentine,Penn State
31991,Amani Herring,Penn State
31446,Jessica Johanson,Penn State
31027,Maddie Johnston,Penn State
33120,Allison Kaempfer,Penn State
32503,Alyssa Kramer,Penn State
33121,Dani Latronica,Penn State
33122,Elizabeth Leary,Penn State
32504,Ashley Maul,Penn State
32505,Kalea McElligott,Penn State
33124,Ellie Monahan,Penn State
31447,Isabella Salcedo,Penn State
31448,Elina Vihrova,Penn State
30934,Jah'Liyah Bedminster,Pittsburgh
30869,Elizabeth Cesarone,Pittsburgh
33132,Camryn Chiu,Pittsburgh
31460,Hallie Copperwheat,Pittsburgh
32254,Kennedy Duke,Pittsburgh
31461,Jordyn Ewing,Pittsburgh
32001,Reyna Garvey,Pittsburgh
33133,Olivia Giunta,Pittsburgh
32512,Kaylee Larson,Pittsburgh
33134,Meika Lee,Pittsburgh
31036,Faith Lerro,Pittsburgh
32513,Julie Madso,Pittsburgh
33135,Lila Pileggi,Pittsburgh
31821,Jaime Pratt,Pittsburgh
33136,Darbi Simcox,Pittsburgh
32514,Emily Todd,Pittsburgh
33137,Delaney Adrian,Rutgers
31766,Elia Aird,Rutgers
31039,Avery Balser,Rutgers
33139,Lisa Chevaire,Rutgers
32007,Gabrielle Dildy,Rutgers
32668,Olivia DiNovi,Rutgers
32670,Elliot Goldsmith,Rutgers
31769,Maya Jones,Rutgers
32010,Valentina Lorente-Garcia,Rutgers
31770,Jackie Manifold,Rutgers
31771,Anna Pagliaro,Rutgers
32672,Matis Rains,Rutgers
32673,Ginger Richards,Rutgers
32012,Rachael Riley,Rutgers
33141,Reagan Schenkel,Rutgers
33142,Kimmi Shiau,Rutgers
33143,Keeley Smith,Rutgers
33144,Donna Uhlenberg,Rutgers
32013,Harmony Webster,Rutgers
32539,Elliot Bringhurst,Southern Utah
31482,Ellie Cacciola,Southern Utah
32540,Brinlee Christensen,Southern Utah
32542,Maria Ferguson,Southern Utah
32543,Alyssa Fernandez,Southern Utah
32043,Trista Goodman,Southern Utah
31483,Taylor Gull,Southern Utah
33175,Mia Hampton,Southern Utah
32544,Mackenzie Kelly,Southern Utah
32546,Carilia Martinez,Southern Utah
32547,Kendall McGuire,Southern Utah
32548,Rylee Miller,Southern Utah
31485,Isabella Neff,Southern Utah
33177,Mya North,Southern Utah
32549,Niya Randolph,Southern Utah
32550,Alex Routsis,Southern Utah
32050,Ellie Thomson,Southern Utah
32051,Ashley Carter,Stanford
33179,Kendra Chang,Stanford
32551,Victoria Cluck,Stanford
32052,Claire Dean,Stanford
33180,Jaimie Dugan,Stanford
31489,Anapaula Gutierrez,Stanford
32552,Temple Landry,Stanford
31491,Brenna Neault,Stanford
32053,Taralyn Nguyen,Stanford
32054,Anna Roberts,Stanford
32554,Sienna Robinson,Stanford
33182,Ui Soma,Stanford
32056,Ava Sorrento,Stanford
33183,Alana Walker,Stanford
32067,Polina Belanovski,Towson
32068,Carmella Calafati,Towson
33383,Isabella DeCroo,Towson
32569,Chelsey Dennis,Towson
33200,Callie Gardner,Towson
32069,Lauren Greene,Towson
32571,Retoshia Halsell,Towson
33201,Ava Harper,Towson
32070,Adriana Hoffman,Towson
31508,Clara Hong,Towson
31509,Lauren Keener,Towson
31032,Ana Kenefick,Towson
33202,Micaela Kifer,Towson
31510,Steph Macasu,Towson
32071,Isabella Minervini,Towson
31511,Felicia Poblete,Towson
32573,Brissa Portillo,Towson
33203,Piper Slocum,Towson
33205,Megan Thompson,Towson
33204,Reese Toland,Towson
32072,Celia Trotter,Towson
32073,Ciena Alipio,UCLA
32074,Madisyn Anyimi,UCLA
32835,Sydney Barros,UCLA
31085,Chae Campbell,UCLA
33384,Jordan Chiles,UCLA
31086,Frida Esparza,UCLA
33290,Riley Jenkins,UCLA
31515,Emily Lee,UCLA
31516,Emma Malabuyo,UCLA
33291,Macy McGowan,UCLA
31087,Brooklyn Moors,UCLA
32578,Katelyn Rosen,UCLA
33292,Mika Webster-Longin,UCLA
32579,Elizabeth Gantner,Utah
31089,Jaylene Gilstrap,Utah
32061,Ashley Glynn,Utah
33212,Zoe Johnson,Utah
32082,Sarah Krump,Utah
31529,Grace McCallum,Utah
31530,Amelie Morgan,Utah
33213,Avery Neff,Utah
33386,Ana Padurariu,Utah
33214,Clara Raposo,Utah
32083,Makenna Smith,Utah
32581,Camie Winger,Utah
32582,Ella Zirbes,Utah
32240,Avery Bibbey,Utah State
31095,Brianna Brooks,Utah State
30925,Jenna Eagles,Utah State
31718,Payton Gatzlaff,Utah State
32584,Sydney Jelen,Utah State
31536,Dani Kirstine,Utah State
33293,Kaylie Medrano,Utah State
32585,Nyla Morabito,Utah State
33294,Olivia Orengo,Utah State
32241,Marley Peterson,Utah State
31099,Angel Stuart,Utah State
33295,Lundyn Vander Toolen,Utah State
32587,Isabella Vater,Utah State
32588,Mya Witte,Utah State
32595,Kira Bolden,Washington
32597,Chelsea Hallinan,Washington
32084,Emily Innes,Washington
32598,Kristin Lin,Washington
32599,Mary McDonough,Washington
32085,Caitlin McWilliams,Washington
33220,Lex Mouyenga,Washington
31541,Lana Navarro,Washington
32087,Olivia Oppegard,Washington
31103,Taylor Russon,Washington
32088,Emma Schrady,Washington
32600,Kaylei Adams,West Virginia
31550,Brooke Alban,West Virginia
32601,Julia Brown,West Virginia
33222,Karleigh DiCello,West Virginia
32091,Brooke Irwin,West Virginia
32602,Jurnee Lane,West Virginia
31553,Anna Leigh,West Virginia
32603,Amber Lowe,West Virginia
31037,Trinity Macy,West Virginia
33223,Riley Maness,West Virginia
32604,Jayden McDonnell,West Virginia
32092,Carlee Nelson,West Virginia
33224,Sophia Rice,West Virginia
33225,Kaelyn Skeel,West Virginia
32095,Miranda Smith,West Virginia
33226,Emerson Smith,West Virginia
33227,Taylor Tuohy,West Virginia
33228,Eden Webster,West Virginia
32722,Lily Aucoin,Yale
31568,Oren Aviad,Yale
32110,Megan Brueck,Yale
33348,Lauren Burt,Yale
32723,Evangeline Chu,Yale
32724,Chloe DeJoy,Yale
32111,Meridith Donovan,Yale
33349,Allie Forbes,Yale
32112,Lauren Holt,Yale
33350,Ellie Kearns,Yale
33351,Hailey Kriz,Yale
32725,Lauren Luu,Yale
32113,Gigi Sabatini,Yale
32114,Hana Strause,Yale
32726,Ella Tashjian,Yale
