GymnastID,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor,score_adj,Event_BB,Event_FX,Event_UB,Event_VT,high_score,low_score,average,score_1,score_2
30824,A,9,2025-02-28,2025-02-28_Arkansas,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.875,9.7,9.816136704955207,9.84698923367161,9.82198923367161
30824,A,10,2025-03-09,2025-03-09_Denver,BB,9.8,0.0030107663283892,9.8,1,0,0,0,9.875,9.7,9.823494616835806,9.875,9.84698923367161
30824,A,5,2025-01-31,2025-01-31_Air Force,FX,9.8,0.0416716594045026,9.8,0,1,0,0,9.675,9.408328340595496,9.541664170297748,9.408328340595496,9.675
30824,H,6,2025-02-07,2025-02-07_Arizona State,FX,9.8,0.0416716594045026,9.758328340595495,0,1,0,0,9.8,9.408328340595496,9.627776113531832,9.8,9.408328340595496
30824,H,7,2025-02-14,2025-02-14_Arizona State,FX,9.85,0.0416716594045026,9.808328340595496,0,1,0,0,9.8,9.408328340595496,9.660414170297749,9.758328340595495,9.8
30824,H,8,2025-02-21,2025-02-21_Arizona State,FX,9.875,0.0416716594045026,9.833328340595497,0,1,0,0,9.808328340595496,9.408328340595496,9.689997004357298,9.808328340595496,9.758328340595495
30824,A,9,2025-02-28,2025-02-28_Arkansas,FX,9.675,0.0416716594045026,9.675,0,1,0,0,9.833328340595497,9.408328340595496,9.713885560396998,9.833328340595497,9.808328340595496
30824,A,10,2025-03-09,2025-03-09_Denver,FX,9.8,0.0416716594045026,9.8,0,1,0,0,9.833328340595497,9.408328340595496,9.708330480340283,9.675,9.833328340595497
30824,H,4,2025-01-26,2025-01-26_Arizona State,UB,9.925,0.0266603053435114,9.898339694656489,0,0,1,0,9.85,9.8,9.825,9.85,9.8
30824,A,5,2025-01-31,2025-01-31_Air Force,UB,9.85,0.0266603053435114,9.85,0,0,1,0,9.898339694656489,9.8,9.849446564885497,9.898339694656489,9.85
30824,H,6,2025-02-07,2025-02-07_Arizona State,UB,9.875,0.0266603053435114,9.848339694656488,0,0,1,0,9.898339694656489,9.8,9.849584923664121,9.85,9.898339694656489
30824,H,7,2025-02-14,2025-02-14_Arizona State,UB,9.875,0.0266603053435114,9.848339694656488,0,0,1,0,9.898339694656489,9.8,9.849335877862595,9.848339694656488,9.85
30824,H,8,2025-02-21,2025-02-21_Arizona State,UB,9.925,0.0266603053435114,9.898339694656489,0,0,1,0,9.898339694656489,9.8,9.849169847328243,9.848339694656488,9.848339694656488
30824,A,9,2025-02-28,2025-02-28_Arkansas,UB,9.825,0.0266603053435114,9.825,0,0,1,0,9.898339694656489,9.8,9.856194111232279,9.898339694656489,9.848339694656488
30824,A,10,2025-03-09,2025-03-09_Denver,UB,9.5,0.0266603053435114,9.5,0,0,1,0,9.898339694656489,9.8,9.852294847328244,9.825,9.898339694656489
30826,H,6,2025-02-07,2025-02-07_Arizona State,UB,9.875,0.0266603053435114,9.848339694656488,0,0,1,0,9.823339694656488,9.8,9.811669847328243,9.8,9.823339694656488
30826,H,7,2025-02-14,2025-02-14_Arizona State,UB,9.875,0.0266603053435114,9.848339694656488,0,0,1,0,9.848339694656488,9.8,9.823893129770992,9.848339694656488,9.8
30826,H,8,2025-02-21,2025-02-21_Arizona State,UB,9.9,0.0266603053435114,9.873339694656488,0,0,1,0,9.848339694656488,9.8,9.830004770992366,9.848339694656488,9.848339694656488
30826,A,9,2025-02-28,2025-02-28_Arkansas,UB,9.85,0.0266603053435114,9.85,0,0,1,0,9.873339694656488,9.8,9.83867175572519,9.873339694656488,9.848339694656488
30826,A,10,2025-03-09,2025-03-09_Denver,UB,9.7,0.0266603053435114,9.7,0,0,1,0,9.873339694656488,9.8,9.840559796437658,9.85,9.873339694656488
30826,A,5,2025-01-31,2025-01-31_Air Force,VT,9.725,0.0063589538868983,9.725,0,0,0,1,9.8436410461131,9.8,9.821820523056552,9.8436410461131,9.8
30826,H,6,2025-02-07,2025-02-07_Arizona State,VT,9.85,0.0063589538868983,9.8436410461131,0,0,0,1,9.8436410461131,9.725,9.789547015371033,9.725,9.8436410461131
30826,H,7,2025-02-14,2025-02-14_Arizona State,VT,9.9,0.0063589538868983,9.8936410461131,0,0,0,1,9.8436410461131,9.725,9.803070523056551,9.8436410461131,9.725
30826,H,8,2025-02-21,2025-02-21_Arizona State,VT,9.875,0.0063589538868983,9.8686410461131,0,0,0,1,9.8936410461131,9.725,9.82118462766786,9.8936410461131,9.8436410461131
30826,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.7,0.0063589538868983,9.7,0,0,0,1,9.8936410461131,9.725,9.829094030742068,9.8686410461131,9.8936410461131
30826,A,10,2025-03-09,2025-03-09_Denver,VT,9.85,0.0063589538868983,9.85,0,0,0,1,9.8936410461131,9.7,9.810652026350343,9.7,9.8686410461131
30828,A,4,2025-01-24,2025-01-24_Air Force,VT,9.875,0.0063589538868983,9.875,0,0,0,1,9.8,9.668641046113102,9.734320523056551,9.668641046113102,9.8
30828,H,5,2025-01-31,2025-01-31_Georgia,VT,9.9,0.0063589538868983,9.8936410461131,0,0,0,1,9.875,9.668641046113102,9.7812136820377,9.875,9.668641046113102
30828,A,6,2025-02-07,2025-02-07_Alabama,VT,9.9,0.0063589538868983,9.9,0,0,0,1,9.8936410461131,9.668641046113102,9.80932052305655,9.8936410461131,9.875
30828,H,7,2025-02-14,2025-02-14_Georgia,VT,9.85,0.0063589538868983,9.8436410461131,0,0,0,1,9.9,9.668641046113102,9.82745641844524,9.9,9.8936410461131
30828,A,8,2025-02-21,2025-02-21_Alabama,VT,9.75,0.0063589538868983,9.75,0,0,0,1,9.9,9.668641046113102,9.830153856389884,9.8436410461131,9.9
30828,H,9,2025-03-02,2025-03-02_Georgia,VT,9.8,0.0063589538868983,9.793641046113102,0,0,0,1,9.9,9.668641046113102,9.818703305477044,9.75,9.8436410461131
30828,A,10,2025-03-07,2025-03-07_Alabama,VT,9.85,0.0063589538868983,9.85,0,0,0,1,9.9,9.668641046113102,9.81557052305655,9.793641046113102,9.75
30829,H,4,2025-01-26,2025-01-26_Arizona State,BB,9.9,0.0030107663283892,9.896989233671611,1,0,0,0,9.875,9.875,9.875,9.875,9.875
30829,A,5,2025-01-31,2025-01-31_Air Force,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.896989233671611,9.875,9.882329744557204,9.896989233671611,9.875
30829,H,6,2025-02-07,2025-02-07_Arizona State,BB,9.875,0.0030107663283892,9.871989233671613,1,0,0,0,9.896989233671611,9.875,9.880497308417903,9.875,9.896989233671611
30829,H,7,2025-02-14,2025-02-14_Arizona State,BB,9.875,0.0030107663283892,9.871989233671613,1,0,0,0,9.896989233671611,9.871989233671613,9.878795693468645,9.871989233671613,9.875
30829,H,8,2025-02-21,2025-02-21_Arizona State,BB,9.825,0.0030107663283892,9.82198923367161,1,0,0,0,9.896989233671611,9.871989233671613,9.877661283502473,9.871989233671613,9.871989233671613
30829,A,9,2025-02-28,2025-02-28_Arkansas,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.896989233671611,9.82198923367161,9.869708133526634,9.82198923367161,9.871989233671613
30829,A,10,2025-03-09,2025-03-09_Denver,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.896989233671611,9.82198923367161,9.870369616835806,9.875,9.82198923367161
30829,H,4,2025-01-26,2025-01-26_Arizona State,FX,9.85,0.0416716594045026,9.808328340595496,0,1,0,0,9.9,9.75,9.825,9.9,9.75
30829,A,5,2025-01-31,2025-01-31_Air Force,FX,9.925,0.0416716594045026,9.925,0,1,0,0,9.9,9.75,9.819442780198498,9.808328340595496,9.9
30829,H,6,2025-02-07,2025-02-07_Arizona State,FX,9.875,0.0416716594045026,9.833328340595497,0,1,0,0,9.925,9.75,9.845832085148874,9.925,9.808328340595496
30829,H,7,2025-02-14,2025-02-14_Arizona State,FX,9.925,0.0416716594045026,9.883328340595495,0,1,0,0,9.925,9.75,9.8433313362382,9.833328340595497,9.925
30829,H,8,2025-02-21,2025-02-21_Arizona State,FX,9.95,0.0416716594045026,9.908328340595496,0,1,0,0,9.925,9.75,9.849997503631082,9.883328340595495,9.833328340595497
30829,A,9,2025-02-28,2025-02-28_Arkansas,FX,9.9,0.0416716594045026,9.9,0,1,0,0,9.925,9.75,9.858330480340284,9.908328340595496,9.883328340595495
30829,A,10,2025-03-09,2025-03-09_Denver,FX,9.9,0.0416716594045026,9.9,0,1,0,0,9.925,9.75,9.863539170297749,9.9,9.908328340595496
30829,H,4,2025-01-26,2025-01-26_Arizona State,UB,9.825,0.0266603053435114,9.798339694656487,0,0,1,0,9.9,9.825,9.8625,9.9,9.825
30829,A,5,2025-01-31,2025-01-31_Air Force,UB,9.8,0.0266603053435114,9.8,0,0,1,0,9.9,9.798339694656487,9.841113231552162,9.798339694656487,9.9
30829,H,6,2025-02-07,2025-02-07_Arizona State,UB,9.875,0.0266603053435114,9.848339694656488,0,0,1,0,9.9,9.798339694656487,9.830834923664122,9.8,9.798339694656487
30829,H,7,2025-02-14,2025-02-14_Arizona State,UB,9.85,0.0266603053435114,9.823339694656488,0,0,1,0,9.9,9.798339694656487,9.834335877862596,9.848339694656488,9.8
30829,H,8,2025-02-21,2025-02-21_Arizona State,UB,9.95,0.0266603053435114,9.923339694656487,0,0,1,0,9.9,9.798339694656487,9.832503180661577,9.823339694656488,9.848339694656488
30829,A,9,2025-02-28,2025-02-28_Arkansas,UB,9.775,0.0266603053435114,9.775,0,0,1,0,9.923339694656487,9.798339694656487,9.845479825517994,9.923339694656487,9.823339694656488
30829,A,10,2025-03-09,2025-03-09_Denver,UB,9.875,0.0266603053435114,9.875,0,0,1,0,9.923339694656487,9.775,9.836669847328244,9.775,9.923339694656487
30829,H,6,2025-02-07,2025-02-07_Arizona State,VT,9.775,0.0063589538868983,9.7686410461131,0,0,0,1,9.8186410461131,9.625,9.72182052305655,9.625,9.8186410461131
30829,H,7,2025-02-14,2025-02-14_Arizona State,VT,9.725,0.0063589538868983,9.7186410461131,0,0,0,1,9.8186410461131,9.625,9.7374273640754,9.7686410461131,9.625
30829,H,8,2025-02-21,2025-02-21_Arizona State,VT,9.85,0.0063589538868983,9.8436410461131,0,0,0,1,9.8186410461131,9.625,9.732730784584826,9.7186410461131,9.7686410461131
30829,A,9,2025-02-28,2025-02-28_Arkansas,VT,9.825,0.0063589538868983,9.825,0,0,0,1,9.8436410461131,9.625,9.75491283689048,9.8436410461131,9.7186410461131
30829,A,10,2025-03-09,2025-03-09_Denver,VT,9.775,0.0063589538868983,9.775,0,0,0,1,9.8436410461131,9.625,9.766594030742068,9.825,9.8436410461131
30835,H,4,2025-01-24,2025-01-24_Auburn,BB,9.825,0.0030107663283892,9.82198923367161,1,0,0,0,9.875,9.8,9.8375,9.8,9.875
30835,A,5,2025-01-31,2025-01-31_Air Force,FX,4.4,0.0416716594045026,4.4,0,1,0,0,9.85,9.5,9.675,9.85,9.5
30835,H,4,2025-01-24,2025-01-24_Auburn,UB,9.75,0.0266603053435114,9.723339694656488,0,0,1,0,9.825,9.75,9.7875,9.75,9.825
30835,A,5,2025-01-31,2025-01-31_Air Force,UB,9.8,0.0266603053435114,9.8,0,0,1,0,9.825,9.723339694656488,9.766113231552163,9.723339694656488,9.75
30836,H,3,2025-01-17,2025-01-17_Auburn,BB,9.85,0.0030107663283892,9.84698923367161,1,0,0,0,9.825,9.75,9.7875,9.825,9.75
30836,H,4,2025-01-24,2025-01-24_Auburn,BB,9.9,0.0030107663283892,9.896989233671611,1,0,0,0,9.84698923367161,9.75,9.807329744557203,9.84698923367161,9.825
30836,A,5,2025-01-31,2025-01-31_Air Force,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.896989233671611,9.75,9.829744616835805,9.896989233671611,9.84698923367161
30836,H,6,2025-02-07,2025-02-07_Auburn,BB,9.8,0.0030107663283892,9.796989233671612,1,0,0,0,9.896989233671611,9.75,9.838795693468644,9.875,9.896989233671611
30836,A,7,2025-02-14,2025-02-14_Arizona,BB,9.925,0.0030107663283892,9.925,1,0,0,0,9.896989233671611,9.75,9.831827950169139,9.796989233671612,9.875
30836,A,8,2025-02-21,2025-02-21_Alabama,BB,9.85,0.0030107663283892,9.85,1,0,0,0,9.925,9.75,9.84513824300212,9.925,9.796989233671612
30836,H,9,2025-02-28,2025-02-28_Auburn,BB,9.925,0.0030107663283892,9.921989233671612,1,0,0,0,9.925,9.75,9.845745962626854,9.85,9.925
30836,A,10,2025-03-09,2025-03-09_Denver,BB,9.975,0.0030107663283892,9.975,1,0,0,0,9.925,9.75,9.854217437187382,9.921989233671612,9.85
30836,H,3,2025-01-17,2025-01-17_Auburn,FX,9.75,0.0416716594045026,9.708328340595497,0,1,0,0,9.875,9.85,9.8625,9.875,9.85
30836,H,4,2025-01-24,2025-01-24_Auburn,FX,9.875,0.0416716594045026,9.833328340595497,0,1,0,0,9.875,9.708328340595497,9.811109446865165,9.708328340595497,9.875
30836,A,5,2025-01-31,2025-01-31_Air Force,FX,9.85,0.0416716594045026,9.85,0,1,0,0,9.875,9.708328340595497,9.816664170297749,9.833328340595497,9.708328340595497
30836,H,6,2025-02-07,2025-02-07_Auburn,FX,9.875,0.0416716594045026,9.833328340595497,0,1,0,0,9.875,9.708328340595497,9.823331336238198,9.85,9.833328340595497
30836,A,7,2025-02-14,2025-02-14_Arizona,FX,9.675,0.0416716594045026,9.675,0,1,0,0,9.875,9.708328340595497,9.824997503631081,9.833328340595497,9.85
30836,A,8,2025-02-21,2025-02-21_Alabama,FX,9.875,0.0416716594045026,9.875,0,1,0,0,9.875,9.675,9.80356928882664,9.675,9.833328340595497
30836,H,9,2025-02-28,2025-02-28_Auburn,FX,9.875,0.0416716594045026,9.833328340595497,0,1,0,0,9.875,9.675,9.81249812772331,9.875,9.675
30836,A,10,2025-03-09,2025-03-09_Denver,FX,9.9,0.0416716594045026,9.9,0,1,0,0,9.875,9.675,9.814812595820221,9.833328340595497,9.875
30841,A,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.0063589538868983,9.8,0,0,0,1,9.8686410461131,9.75,9.809320523056549,9.75,9.8686410461131
30841,H,9,2025-03-02,2025-03-02_Ball State,VT,9.825,0.0063589538868983,9.8186410461131,0,0,0,1,9.8686410461131,9.75,9.8062136820377,9.8,9.75
30841,A,10,2025-03-09,2025-03-09_Denver,VT,9.925,0.0063589538868983,9.925,0,0,0,1,9.8686410461131,9.75,9.80932052305655,9.8186410461131,9.8
30842,H,9,2025-03-02,2025-03-02_Ball State,UB,9.825,0.0266603053435114,9.798339694656487,0,0,1,0,9.75,9.623339694656488,9.686669847328243,9.623339694656488,9.75
30842,A,10,2025-03-09,2025-03-09_Denver,UB,9.775,0.0266603053435114,9.775,0,0,1,0,9.798339694656487,9.623339694656488,9.723893129770993,9.798339694656487,9.623339694656488
30842,A,8,2025-02-21,2025-02-21_Alabama,VT,9.8,0.0063589538868983,9.8,0,0,0,1,9.793641046113102,9.75,9.771820523056551,9.793641046113102,9.75
30842,H,9,2025-03-02,2025-03-02_Ball State,VT,9.775,0.0063589538868983,9.7686410461131,0,0,0,1,9.8,9.75,9.7812136820377,9.8,9.793641046113102
30842,A,10,2025-03-09,2025-03-09_Denver,VT,9.825,0.0063589538868983,9.825,0,0,0,1,9.8,9.75,9.77807052305655,9.7686410461131,9.8
30846,A,4,2025-01-20,2025-01-20_Arkansas,BB,9.8,0.0030107663283892,9.8,1,0,0,0,9.85,9.775,9.8125,9.775,9.85
30846,H,5,2025-01-31,2025-01-31_Boise State,BB,9.85,0.0030107663283892,9.84698923367161,1,0,0,0,9.85,9.775,9.808333333333334,9.8,9.775
30846,A,6,2025-02-09,2025-02-09_Air Force,BB,9.875,0.0030107663283892,9.875,1,0,0,0,9.85,9.775,9.817997308417903,9.84698923367161,9.8
30846,H,7,2025-02-14,2025-02-14_Boise State,BB,9.85,0.0030107663283892,9.84698923367161,1,0,0,0,9.875,9.775,9.829397846734322,9.875,9.84698923367161
30846,A,8,2025-02-21,2025-02-21_Alabama,BB,9.375,0.0030107663283892,9.375,1,0,0,0,9.875,9.775,9.832329744557205,9.84698923367161,9.875
30846,H,9,2025-02-28,2025-02-28_Boise State,BB,9.85,0.0030107663283892,9.84698923367161,1,0,0,0,9.875,9.375,9.766996923906175,9.375,9.84698923367161
30846,A,10,2025-03-07,2025-03-07_Alabama,BB,9.9,0.0030107663283892,9.9,1,0,0,0,9.875,9.375,9.776995962626854,9.84698923367161,9.375
30846,A,4,2025-01-20,2025-01-20_Arkansas,UB,9.925,0.0266603053435114,9.925,0,0,1,0,9.875,9.85,9.8625,9.875,9.85
30846,H,5,2025-01-31,2025-01-31_Boise State,UB,9.8,0.0266603053435114,9.773339694656489,0,0,1,0,9.925,9.85,9.883333333333333,9.925,9.875
30846,A,6,2025-02-09,2025-02-09_Air Force,UB,9.85,0.0266603053435114,9.85,0,0,1,0,9.925,9.773339694656489,9.855834923664123,9.773339694656489,9.925
30846,H,7,2025-02-14,2025-02-14_Boise State,UB,9.95,0.0266603053435114,9.923339694656487,0,0,1,0,9.925,9.773339694656489,9.854667938931296,9.85,9.773339694656489
30846,A,8,2025-02-21,2025-02-21_Alabama,UB,9.825,0.0266603053435114,9.825,0,0,1,0,9.925,9.773339694656489,9.866113231552163,9.923339694656487,9.85
30846,H,9,2025-02-28,2025-02-28_Boise State,UB,9.925,0.0266603053435114,9.898339694656489,0,0,1,0,9.925,9.773339694656489,9.860239912758997,9.825,9.923339694656487
30846,A,10,2025-03-07,2025-03-07_Alabama,UB,9.825,0.0266603053435114,9.825,0,0,1,0,9.925,9.773339694656489,9.865002385496183,9.898339694656489,9.825
30846,A,4,2025-01-20,2025-01-20_Arkansas,VT,9.8,0.0063589538868983,9.8,0,0,0,1,9.8,9.75,9.775,9.75,9.8
30846,H,5,2025-01-31,2025-01-31_Boise State,VT,9.8,0.0063589538868983,9.793641046113102,0,0,0,1,9.8,9.75,9.783333333333333,9.8,9.75
30846,A,6,2025-02-09,2025-02-09_Air Force,VT,9.8,0.0063589538868983,9.8,0,0,0,1,9.8,9.75,9.785910261528276,9.793641046113102,9.8
