GymnastID,Team,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor_shrunk,homeaway_factor,score_adj,Year
31653,Air Force,H,9,2022-03-04,2022-03-04_Air Force,VT,9.625,0.0182746197236446,0.0182746197236446,9.606725380276355,2022
31653,Air Force,A,9,2022-03-06,2022-03-06_Brown,VT,9.775,0.0182746197236446,0.0182746197236446,9.775,2022
31653,Air Force,A,10,2022-03-11,2022-03-11_Alaska,VT,9.7,0.0182746197236446,0.0182746197236446,9.7,2022
31653,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.675,0.0182746197236446,0.0182746197236446,9.675,2022
31653,Air Force,A,14,2022-04-09,2022-04-09_Air Force,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31657,Air Force,A,2,2022-01-14,2022-01-14_Arkansas,VT,9.075,0.0182746197236446,0.0182746197236446,9.075,2022
31657,Air Force,H,4,2022-01-30,2022-01-30_Air Force,VT,9.55,0.0182746197236446,0.0182746197236446,9.531725380276356,2022
31657,Air Force,A,5,2022-02-04,2022-02-04_Alabama,VT,9.575,0.0182746197236446,0.0182746197236446,9.575,2022
31657,Air Force,H,8,2022-02-25,2022-02-25_Air Force,VT,9.375,0.0182746197236446,0.0182746197236446,9.356725380276355,2022
31658,Air Force,A,2,2022-01-14,2022-01-14_Arkansas,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31658,Air Force,H,4,2022-01-28,2022-01-28_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356,2022
31658,Air Force,H,4,2022-01-30,2022-01-30_Air Force,VT,9.75,0.0182746197236446,0.0182746197236446,9.731725380276355,2022
31658,Air Force,A,5,2022-02-04,2022-02-04_Alabama,VT,9.675,0.0182746197236446,0.0182746197236446,9.675,2022
31658,Air Force,A,6,2022-02-11,2022-02-11_Alabama,VT,9.625,0.0182746197236446,0.0182746197236446,9.625,2022
31658,Air Force,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.8,0.0182746197236446,0.0182746197236446,9.8,2022
31658,Air Force,H,8,2022-02-25,2022-02-25_Air Force,VT,9.75,0.0182746197236446,0.0182746197236446,9.731725380276355,2022
31658,Air Force,A,8,2022-02-27,2022-02-27_Arizona State,VT,9.825,0.0182746197236446,0.0182746197236446,9.825,2022
31658,Air Force,H,9,2022-03-04,2022-03-04_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355,2022
31658,Air Force,A,9,2022-03-06,2022-03-06_Brown,VT,9.8,0.0182746197236446,0.0182746197236446,9.8,2022
31658,Air Force,A,10,2022-03-11,2022-03-11_Alaska,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31658,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.575,0.0182746197236446,0.0182746197236446,9.575,2022
31658,Air Force,A,14,2022-04-09,2022-04-09_Air Force,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31659,Air Force,A,5,2022-02-04,2022-02-04_Alabama,VT,9.125,0.0182746197236446,0.0182746197236446,9.125,2022
31659,Air Force,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.675,0.0182746197236446,0.0182746197236446,9.675,2022
31659,Air Force,H,8,2022-02-25,2022-02-25_Air Force,VT,9.725,0.0182746197236446,0.0182746197236446,9.706725380276355,2022
31659,Air Force,A,8,2022-02-27,2022-02-27_Arizona State,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31659,Air Force,H,9,2022-03-04,2022-03-04_Air Force,VT,9.7,0.0182746197236446,0.0182746197236446,9.681725380276355,2022
31659,Air Force,A,9,2022-03-06,2022-03-06_Brown,VT,9.7,0.0182746197236446,0.0182746197236446,9.7,2022
31659,Air Force,A,10,2022-03-11,2022-03-11_Alaska,VT,9.5,0.0182746197236446,0.0182746197236446,9.5,2022
31659,Air Force,A,14,2022-04-09,2022-04-09_Air Force,VT,9.45,0.0182746197236446,0.0182746197236446,9.45,2022
30800,Air Force,A,2,2022-01-14,2022-01-14_Arkansas,VT,9.575,0.0182746197236446,0.0182746197236446,9.575,2022
30800,Air Force,H,4,2022-01-28,2022-01-28_Air Force,VT,9.5,0.0182746197236446,0.0182746197236446,9.481725380276355,2022
30800,Air Force,H,4,2022-01-30,2022-01-30_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356,2022
30800,Air Force,A,5,2022-02-04,2022-02-04_Alabama,VT,9.025,0.0182746197236446,0.0182746197236446,9.025,2022
30800,Air Force,A,6,2022-02-11,2022-02-11_Alabama,VT,9.625,0.0182746197236446,0.0182746197236446,9.625,2022
30800,Air Force,A,7,2022-02-20,2022-02-20_Arizona State,VT,8.9,0.0182746197236446,0.0182746197236446,8.9,2022
30800,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.55,0.0182746197236446,0.0182746197236446,9.55,2022
31661,Air Force,A,2,2022-01-14,2022-01-14_Arkansas,VT,9.5,0.0182746197236446,0.0182746197236446,9.5,2022
31661,Air Force,H,4,2022-01-28,2022-01-28_Air Force,VT,9.625,0.0182746197236446,0.0182746197236446,9.606725380276355,2022
31661,Air Force,H,4,2022-01-30,2022-01-30_Air Force,VT,9.6,0.0182746197236446,0.0182746197236446,9.581725380276355,2022
31661,Air Force,A,5,2022-02-04,2022-02-04_Alabama,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31661,Air Force,A,6,2022-02-11,2022-02-11_Alabama,VT,9.025,0.0182746197236446,0.0182746197236446,9.025,2022
31661,Air Force,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.5,0.0182746197236446,0.0182746197236446,9.5,2022
31661,Air Force,H,8,2022-02-25,2022-02-25_Air Force,VT,9.65,0.0182746197236446,0.0182746197236446,9.631725380276356,2022
31661,Air Force,A,8,2022-02-27,2022-02-27_Arizona State,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31661,Air Force,H,9,2022-03-04,2022-03-04_Air Force,VT,9.65,0.0182746197236446,0.0182746197236446,9.631725380276356,2022
31661,Air Force,A,9,2022-03-06,2022-03-06_Brown,VT,9.75,0.0182746197236446,0.0182746197236446,9.75,2022
31661,Air Force,A,10,2022-03-11,2022-03-11_Alaska,VT,9.6,0.0182746197236446,0.0182746197236446,9.6,2022
31661,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.65,0.0182746197236446,0.0182746197236446,9.65,2022
31661,Air Force,A,14,2022-04-09,2022-04-09_Air Force,VT,9.7,0.0182746197236446,0.0182746197236446,9.7,2022
30186,Air Force,H,4,2022-01-28,2022-01-28_Air Force,VT,9.625,0.0182746197236446,0.0182746197236446,9.606725380276355,2022
30186,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.675,0.0182746197236446,0.0182746197236446,9.675,2022
31663,Air Force,A,6,2022-02-11,2022-02-11_Alabama,VT,9.4,0.0182746197236446,0.0182746197236446,9.4,2022
31663,Air Force,A,8,2022-02-27,2022-02-27_Arizona State,VT,9.725,0.0182746197236446,0.0182746197236446,9.725,2022
31663,Air Force,H,9,2022-03-04,2022-03-04_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.656725380276356,2022
31663,Air Force,A,9,2022-03-06,2022-03-06_Brown,VT,9.7,0.0182746197236446,0.0182746197236446,9.7,2022
31663,Air Force,A,10,2022-03-11,2022-03-11_Alaska,VT,9.625,0.0182746197236446,0.0182746197236446,9.625,2022
31663,Air Force,A,11,2022-03-19,2022-03-19_Boise State,VT,9.0,0.0182746197236446,0.0182746197236446,9.0,2022
31663,Air Force,A,14,2022-04-09,2022-04-09_Air Force,VT,9.675,0.0182746197236446,0.0182746197236446,9.675,2022
30804,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.8,0.0019597146973163,0.0019597146973163,9.8,2022
30804,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.7,0.0019597146973163,0.0019597146973163,9.7,2022
30804,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.95,0.0019597146973163,0.0019597146973163,9.948040285302683,2022
30804,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.3,0.0019597146973163,0.0019597146973163,9.298040285302685,2022
30786,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.275,0.0019597146973163,0.0019597146973163,9.275,2022
30786,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
30786,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685,2022
30786,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.925,0.0019597146973163,0.0019597146973163,9.923040285302685,2022
30786,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683,2022
30786,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.95,0.0019597146973163,0.0019597146973163,9.95,2022
30786,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
30786,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.9125,0.0019597146973163,0.0019597146973163,9.9125,2022
30343,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
30343,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
30343,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.925,0.0019597146973163,0.0019597146973163,9.923040285302685,2022
30343,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
30343,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.75,0.0019597146973163,0.0019597146973163,9.748040285302684,2022
30343,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683,2022
29844,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.725,0.0019597146973163,0.0019597146973163,9.725,2022
29844,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
29844,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
25061,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.8,0.0019597146973163,0.0019597146973163,9.8,2022
25061,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
25061,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685,2022
25061,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.725,0.0019597146973163,0.0019597146973163,9.725,2022
25061,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684,2022
25061,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.975,0.0019597146973163,0.0019597146973163,9.975,2022
25061,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684,2022
25061,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685,2022
25061,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
25061,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
25061,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
25061,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
25061,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.8,2022
31247,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.75,0.0019597146973163,0.0019597146973163,9.75,2022
31247,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.773040285302685,2022
31247,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
31247,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683,2022
31247,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.798040285302685,2022
31247,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
31247,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
31247,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.8,0.0019597146973163,0.0019597146973163,9.8,2022
31247,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.95,0.0019597146973163,0.0019597146973163,9.95,2022
31247,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.7,0.0019597146973163,0.0019597146973163,9.7,2022
29851,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
29851,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684,2022
29851,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
29851,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
29851,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
29851,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
29851,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684,2022
29851,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
29851,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
29851,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
29851,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.95,0.0019597146973163,0.0019597146973163,9.95,2022
29851,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
29851,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
31248,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.775,0.0019597146973163,0.0019597146973163,9.775,2022
31248,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684,2022
31248,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684,2022
31248,Alabama,H,6,2022-02-11,2022-02-11_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.848040285302684,2022
31248,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
31248,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.873040285302684,2022
31248,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.95,0.0019597146973163,0.0019597146973163,9.948040285302683,2022
31248,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
31248,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
31248,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
31248,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.7625,0.0019597146973163,0.0019597146973163,9.7625,2022
30042,Alabama,A,2,2022-01-16,2022-01-16_California,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
30042,Alabama,H,3,2022-01-21,2022-01-21_Alabama,VT,9.75,0.0019597146973163,0.0019597146973163,9.748040285302684,2022
30042,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.75,0.0019597146973163,0.0019597146973163,9.75,2022
30042,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
30042,Alabama,H,8,2022-02-25,2022-02-25_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
30042,Alabama,H,9,2022-03-04,2022-03-04_Alabama,VT,9.825,0.0019597146973163,0.0019597146973163,9.823040285302683,2022
30042,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.875,0.0019597146973163,0.0019597146973163,9.875,2022
30042,Alabama,A,11,2022-03-19,2022-03-19_Boise State,VT,9.8,0.0019597146973163,0.0019597146973163,9.8,2022
30042,Alabama,A,13,2022-03-31,2022-03-31_Alabama,VT,9.85,0.0019597146973163,0.0019597146973163,9.85,2022
30042,Alabama,A,13,2022-04-02,2022-04-02_Alabama,VT,9.95,0.0019597146973163,0.0019597146973163,9.95,2022
30042,Alabama,A,15,2022-04-14,2022-04-14_Alabama,VT,9.775,0.0019597146973163,0.0019597146973163,9.775,2022
30345,Alabama,A,1,2022-01-09,2022-01-09_Central Michigan,VT,9.625,0.0019597146973163,0.0019597146973163,9.625,2022
30345,Alabama,A,4,2022-01-28,2022-01-28_Air Force,VT,9.825,0.0019597146973163,0.0019597146973163,9.825,2022
30345,Alabama,H,5,2022-02-04,2022-02-04_Alabama,VT,9.9,0.0019597146973163,0.0019597146973163,9.898040285302685,2022
30345,Alabama,A,7,2022-02-18,2022-02-18_Boise State,VT,9.375,0.0019597146973163,0.0019597146973163,9.375,2022
30345,Alabama,A,9,2022-03-06,2022-03-06_Brown,VT,9.9,0.0019597146973163,0.0019597146973163,9.9,2022
30808,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.1,0.0059864575840309,0.0059864575840309,9.1,2022
30808,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.45,0.0059864575840309,0.0059864575840309,9.444013542415968,2022
30808,Alaska,A,11,2022-03-19,2022-03-19_Boise State,VT,9.625,0.0059864575840309,0.0059864575840309,9.625,2022
30809,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.525,0.0059864575840309,0.0059864575840309,9.525,2022
30809,Alaska,A,5,2022-02-06,2022-02-06_Arkansas,VT,9.325,0.0059864575840309,0.0059864575840309,9.325,2022
30809,Alaska,H,6,2022-02-11,2022-02-11_Alaska,VT,9.1,0.0059864575840309,0.0059864575840309,9.094013542415968,2022
30809,Alaska,H,6,2022-02-13,2022-02-13_Alaska,VT,9.3,0.0059864575840309,0.0059864575840309,9.29401354241597,2022
30809,Alaska,A,7,2022-02-18,2022-02-18_Boise State,VT,9.45,0.0059864575840309,0.0059864575840309,9.45,2022
30809,Alaska,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.5,0.0059864575840309,0.0059864575840309,9.5,2022
30809,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.15,0.0059864575840309,0.0059864575840309,9.14401354241597,2022
30809,Alaska,A,11,2022-03-19,2022-03-19_Boise State,VT,8.7,0.0059864575840309,0.0059864575840309,8.7,2022
30811,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.55,0.0059864575840309,0.0059864575840309,9.55,2022
30811,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.55,0.0059864575840309,0.0059864575840309,9.55,2022
30811,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.575,0.0059864575840309,0.0059864575840309,9.575,2022
30811,Alaska,A,5,2022-02-06,2022-02-06_Arkansas,VT,9.55,0.0059864575840309,0.0059864575840309,9.55,2022
30811,Alaska,H,6,2022-02-11,2022-02-11_Alaska,VT,9.525,0.0059864575840309,0.0059864575840309,9.51901354241597,2022
30811,Alaska,H,6,2022-02-13,2022-02-13_Alaska,VT,9.575,0.0059864575840309,0.0059864575840309,9.569013542415968,2022
30811,Alaska,A,7,2022-02-18,2022-02-18_Boise State,VT,9.625,0.0059864575840309,0.0059864575840309,9.625,2022
30811,Alaska,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.5,0.0059864575840309,0.0059864575840309,9.5,2022
30811,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.575,0.0059864575840309,0.0059864575840309,9.569013542415968,2022
30811,Alaska,A,11,2022-03-19,2022-03-19_Boise State,VT,9.5,0.0059864575840309,0.0059864575840309,9.5,2022
30812,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.475,0.0059864575840309,0.0059864575840309,9.475,2022
30812,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.525,0.0059864575840309,0.0059864575840309,9.525,2022
30812,Alaska,A,5,2022-02-06,2022-02-06_Arkansas,VT,9.475,0.0059864575840309,0.0059864575840309,9.475,2022
30812,Alaska,H,6,2022-02-11,2022-02-11_Alaska,VT,9.55,0.0059864575840309,0.0059864575840309,9.54401354241597,2022
30812,Alaska,H,6,2022-02-13,2022-02-13_Alaska,VT,9.575,0.0059864575840309,0.0059864575840309,9.569013542415968,2022
30812,Alaska,A,7,2022-02-18,2022-02-18_Boise State,VT,9.6,0.0059864575840309,0.0059864575840309,9.6,2022
30812,Alaska,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.475,0.0059864575840309,0.0059864575840309,9.475,2022
30812,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.55,0.0059864575840309,0.0059864575840309,9.54401354241597,2022
30813,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.425,0.0059864575840309,0.0059864575840309,9.425,2022
30813,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.675,0.0059864575840309,0.0059864575840309,9.675,2022
30813,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.65,0.0059864575840309,0.0059864575840309,9.65,2022
30813,Alaska,A,5,2022-02-06,2022-02-06_Arkansas,VT,9.725,0.0059864575840309,0.0059864575840309,9.725,2022
30813,Alaska,H,6,2022-02-11,2022-02-11_Alaska,VT,8.575,0.0059864575840309,0.0059864575840309,8.569013542415968,2022
30813,Alaska,H,6,2022-02-13,2022-02-13_Alaska,VT,9.525,0.0059864575840309,0.0059864575840309,9.51901354241597,2022
30813,Alaska,A,7,2022-02-18,2022-02-18_Boise State,VT,9.65,0.0059864575840309,0.0059864575840309,9.65,2022
30813,Alaska,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.375,0.0059864575840309,0.0059864575840309,9.375,2022
30813,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.475,0.0059864575840309,0.0059864575840309,9.469013542415968,2022
30813,Alaska,A,11,2022-03-19,2022-03-19_Boise State,VT,9.5,0.0059864575840309,0.0059864575840309,9.5,2022
31250,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.1,0.0059864575840309,0.0059864575840309,9.1,2022
31250,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.35,0.0059864575840309,0.0059864575840309,9.35,2022
25114,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.55,0.0059864575840309,0.0059864575840309,9.55,2022
25114,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.7,0.0059864575840309,0.0059864575840309,9.7,2022
25114,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.6,0.0059864575840309,0.0059864575840309,9.6,2022
25114,Alaska,H,6,2022-02-11,2022-02-11_Alaska,VT,9.375,0.0059864575840309,0.0059864575840309,9.369013542415969,2022
25114,Alaska,H,6,2022-02-13,2022-02-13_Alaska,VT,9.525,0.0059864575840309,0.0059864575840309,9.51901354241597,2022
25114,Alaska,A,7,2022-02-18,2022-02-18_Boise State,VT,9.575,0.0059864575840309,0.0059864575840309,9.575,2022
25114,Alaska,A,7,2022-02-20,2022-02-20_Arizona State,VT,9.575,0.0059864575840309,0.0059864575840309,9.575,2022
25114,Alaska,H,10,2022-03-11,2022-03-11_Alaska,VT,9.575,0.0059864575840309,0.0059864575840309,9.569013542415968,2022
25114,Alaska,A,11,2022-03-19,2022-03-19_Boise State,VT,9.675,0.0059864575840309,0.0059864575840309,9.675,2022
30348,Alaska,A,4,2022-01-28,2022-01-28_Air Force,VT,9.425,0.0059864575840309,0.0059864575840309,9.425,2022
30348,Alaska,A,4,2022-01-30,2022-01-30_Air Force,VT,9.125,0.0059864575840309,0.0059864575840309,9.125,2022
30348,Alaska,A,5,2022-02-04,2022-02-04_Alabama,VT,9.5,0.0059864575840309,0.0059864575840309,9.5,2022
